univers,type,valeur,genre,signification,culture,origine
reel,irlandais,Aobh,f,beauté,irlandais,aoibh
reel,irlandais,Aoden,m,,,aodh
reel,irlandais,Aodh,m,,irlandais,aeduo
reel,irlandais,Aodha,m,,,aodh
reel,irlandais,Aodhán,m,,,aodh
reel,irlandais,Aoibheann,f,belle,gaélique,aoibh
reel,irlandais,Aoibhín,f,,,aoibheann
reel,irlandais,Aoife,f,,gaélique,aoife
reel,irlandais,Aonghus,m,,irlandais,oengus
reel,hindou,Apala,f,Très|Belle,,
reel,hindou,Aparajita,f,Invincible|fleur,,
reel,hindou,Aparna,f,[un nom de Parvati],,
reel,français,Aphélie,f,loin|soleil,grec,
reel,irlandais,Aphria,f,,irlandais,aithbhreac
reel,français,Aphrodite,f,écume,grec,
reel,français,Apollinaire,m,Apollon|lumière,grec,
reel,français,Apolline,f,,grec,apollinaire
reel,français,Apollon,m,,grec,apollinaire
reel,français,Apollonie,f,,grec,apollinaire
reel,nord-amérindien,Aponi,f,papillon,,
reel,hindou,Apsara,f,Nymphe|Céleste,,
reel,hindou,Apurva,f,Unique,,
reel,nord-amérindien,Aquene,f,paix,,
reel,français,Aquilin,m,aigle,grec,
reel,français,Aquiline,f,,grec,aquilin
reel,français,Arabelle,f,exaucer,latin,
fantastic,elfe,Aradan,m,la colère du roi,,fantastic
reel,hindou,Aradhana,f,Culte,,
warcraft,mort-vivant,Araj,m,,liche,warcraft
warcraft,mort-vivant,Aramachus,m,,Seigneur de L'effroi,warcraft
fantastic,elfe,Aranel,m,la colère du roi,,fantastic
fantastic,elfe,Aranrùth,m,la colère du roi,,fantastic
fantastic,elfe,Aranwë,m,le vaillant,,fantastic
warcraft,orc,Arashicage,x,,Maitre-Lame,warcraft
reel,hindou,Arati,f,Adoration|Feu|Rituel,,
reel,hindou,Aravinda,m,Lotus,,
reel,français,Arcade,m,région | ancienne | Grèce | centre | Péloponnèse,grec,
reel,français,Arcadiane,f,,grec,arcadie
reel,français,Arcadie,f,,grec,arcade
reel,hindou,Archa,f,Culte,,
reel,français,Archambaud,m,,germanique,archibald
reel,français,Archambeau,m,,germanique,archibald
reel,hindou,Archana,f,Vénération,,
reel,français,Archange,x,le plus puissant|le premier|messager,grec,
reel,français,Archibald,m,au-dessus de|super|audacieux,germanique,
reel,hindou,Archisha,f,rayon|lumière,,
reel,irlandais,Ardal,m,,irlandais,ardghal
reel,irlandais,Ardghal,m,ours|valeur,irlandais,
reel,hindou,Ardhendu,m,Demi-Lune,,
fantastic,elfe,Aredhel,f,étoile-reine,,fantastic
fantastic,elfe,Argawaen,m,le sanglant,,fantastic
reel,français,Argine,f,reine,latin,arian
reel,français,Arian,m,,latin,
reel,français,Ariane,f,séduisant,grec,
reel,français,Aricie,f,meilleur,grec,
warcraft,elfe,Ariel,f,lion|Dieu,Pretresse de la lune,warcraft
reel,français,Arielle,f,,hébreu,ariel
fantastic,elfe,Arien,f,étoile-reine,,fantastic
reel,tahitien,Ariihau,m,roi|paix,polynésien,
reel,tahitien,Ariitaia,m,roi|respecter|craindre,polynésien,
reel,tahitien,Ariitea,m,prince|blanc|roi,polynésien,
reel,hindou,Arij,f,Doux|Parfum,,
reel,hindou,Ârini,f,Aventureuse,,
reel,français,Ariste,m,le meilleur,grec,
reel,français,Aristide,m,le meilleur|fils,grec,
reel,français,Aristion,m,,grec,ariste
warcraft,humain,Arius,m,,paladin,warcraft
reel,hindou,Arja,f,Divine,,
reel,hindou,Arjun,m,Blanc|Paon|[célèbre personnage du Mahâbhârata],,
reel,hindou,Arjuna,m,Blanc|Paon|[célèbre personnage du Mahâbhârata],,
reel,hindou,Arjuni,f,Aube|Vache|Blanche,,
reel,hindou,Arka,m,[nom du Soleil],,
reel,hindou,Arkita,f,Abondante,,
reel,français,Arlette,f,,germanique,
reel,français,Armance,f,,germanique,armande
reel,français,Armand,m,fort|homme,germanique,
reel,français,Armande,f,,germanique,armand
reel,français,Armandie,f,,germanique,armande
reel,français,Armandine,f,,germanique,armande
reel,français,Armel,m,ours|prince,celtique,
reel,français,Armeline,f,,celtique,armelle
reel,français,Armelle,f,,celtique,armel
reel,français,Armide,f,magicienne sarrasine|Jérusalem Délivrée,sarrasin,
reel,français,Armin,m,aryen,sanskrit,
reel,français,Armine,f,,sanskrit,armin
reel,français,Arminie,f,,sanskrit,armine
reel,hindou,Armita,f,Désir,,
reel,français,Arnalde,m,,,arnaud
reel,français,Arnaud,m,,,
reel,français,Arnaude,f,,,arnaud
reel,hindou,Arnav,m,Océan,,
reel,français,Arnould,m,,,
reel,tahitien,Aroarii,m,face|prince|roi,polynésien,
reel,français,Arolde,m,force|gloire,germanique,
reel,irlandais,Arón,m,celui qui vient après,hébreux,aaron
reel,hindou,Arpana,f,[Celle qui a Renoncé],,
reel,français,Arsène,m,mâle,grec,
reel,français,Arsènie,f,,grec,arsène
reel,hindou,Arshia,f,Divine,,
reel,français,Arsinoé,x,,grec,arsène
reel,irlandais,Art,m,ours,celtique,arth
reel,irlandais,Artegal,m,,,ardghal
reel,français,Artémis,f,,grec,arthème
reel,français,Arthaud,m,dure|ancien,germanique,
reel,français,Arthème,m,intégrité physique|santé éclatante,grec,
reel,français,Arthur,m,Ours,celtique,
reel,français,Arthurine,f,,celtique,arthur
reel,irlandais,Artur,m,,celtique,arzhur
reel,hindou,Aruna,f,Rose|Aurore,,
reel,hindou,Arundhati,f,Fidélité|étoile,,
reel,hindou,Aruni,f,Rose|Aurore,,
reel,hindou,Arunima,f,Lueur|Aurore,,
reel,hindou,Arvind,m,Lotus|Rouge,,
fantastic,elfe,Arwen,f,étoile-reine,,fantastic
reel,hindou,Aryaman,m,[nom du Soleil],,
reel,hindou,Aryana,f,Noble,,
reel,hindou,Asao,m,Essence,,
reel,hindou,Asav,m,Essence,,
reel,français,Ascelin,m,noble,francique,
reel,français,Asceline,f,,francique,ascelin
reel,hindou,Ascharya,f,Surprise,,
reel,hindou,Asgari,f,Dévote,,
reel,hindou,Asha,f,Espérance,,
reel,nord-amérindien,Ashaisha,f,Espoir Protecteur,,
reel,hindou,Ashakiran,f,Rayon|Espérance,,
reel,hindou,Ashika,f,insouciant,,
reel,hindou,Ashima,f,Sans|Limites,,
reel,hindou,Ashis,f,Bénédiction,,
reel,hindou,Ashish,m,Bénédiction,,
reel,hindou,Ashit,m,Saturne|[Seigneur des Anneaux],,
reel,irlandais,Ashling,f,,,aisling
reel,hindou,Ashna,f,Amie,,
reel,hindou,Ashok,m,insouciant|[nom d'un très célèbre empereur de la dynastie des Maurya],,
reel,hindou,Ashoka,m,insouciant|[nom d'un très célèbre empereur de la dynastie des Maurya],,
reel,hindou,Ashrita,f,[fille de Prajapati],,
reel,hindou,Ashutosh,m,[nom de Shiva],,
reel,hindou,Ashvatthama,m,général|[nom d'un général du clan des Kaurava, dans le Mahâbhârata],,
reel,hindou,Ashvin ,m,étoile|medecine|[les Ashvin sont les dieux jumeaux cavaliers, étoiles du matin et du soir, dieux de la médecine],,
reel,hindou,Ashvini,f,étoile,,
reel,hindou,Ashwatthama,m,Fougueux,,
reel,hindou,Asim,m,Sans limites,,
reel,hindou,Asita,f,rivière|[un nom de la rivière Yamuna],,
reel,hindou,Askini,f,[fille de Prajapati],,
reel,hindou,Aslam,m,Vœu,,
reel,irlandais,Aslandair,m,,,alastar
reel,irlandais,Aslander,m,,,alastar
reel,hindou,Aslesha,f,étoile,,
reel,irlandais,Asling,m,rêve,,
reel,irlandais,Aslinn,f,rêve,,
reel,hindou,Asmita,f,Fierté,,
reel,irlandais,Assa,f,facile,irlandais,
fantastic,elfe,Astaldo,m,le vaillant,,fantastic
reel,français,Astérie,f,étoile,grec,
reel,français,Astrée,f,corps célestes,grec,
reel,français,Astride,f,divinité|fidélité,germanique,
reel,hindou,Asuman,m,force|vie|[seigneur du souffle vital],,
reel,hindou,Atal,m,Inébranlable,,
reel,hindou,Atasi,f,fleur|bleue,,
reel,français,Athalie,f,rosée de Dieu,hébreu,
reel,français,Athanase,m,immortel,grec,
reel,français,Athanasie,f,,grec,athanase
reel,hindou,Atharvan,m,[Celui qui connaît l'Atharva-Veda],,
reel,français,Athénaïs,f,,grec,athanasie
reel,français,Athina,f,,,
reel,hindou,Athîva,f,Ultime,,
reel,hindou,Atiriya,f,Très|aimée,,
reel,hindou,Atmaja,f,Fille,,
reel,hindou,Atmajyoti,m,lumière|ame|[Lumière de l'Âme],,
reel,hindou,Atmananda,m,[Félicité de l'Ame],,
reel,hindou,Atreyi,f,rivière,,
reel,hindou,Atul,m,[Sans égal],,
reel,hindou,Atulya,m,[Sans égal],,
reel,français,Aubane,f,,latin,albane
reel,français,Aube,f,,latin,albane
reel,français,Aubérie,m,,latin,albéric
reel,français,Aubert,m,,latin,albert
reel,français,Aubertin,m,,latin,albert
reel,français,Aubertine,f,,latin,albert
reel,irlandais,Aubeu,m,blanc|cheveux,latin,albin
reel,français,Aubin,m,,latin,alban
reel,français,Aubry,m,,,
reel,français,Aude,f,ancienne|expérimentée,germanique,
reel,français,Audebert,m,ancien|célèbre,germanique,
reel,français,Audeline,f,,germanique,aude
reel,français,Audette,f,,germanique,aude
reel,français,Audouin,m,ancien|ami,germanique,
reel,français,Audran,m,,germanique,aldric
reel,français,Audrey,f,haut|puissant|royal,celtique,
reel,français,Audric,m,,germanique,aldric
reel,français,Auguste,m,consacré|vénérable,latin,
reel,français,Augustin,m,,latin,auguste
reel,français,Augustine,f,,latin,auguste
reel,français,Aulde,f,,germanique,aude
reel,irlandais,Auliff,m,,,amhlaoibh
reel,irlandais,Auliffe,m,,,amhlaoibh
reel,français,Aure,f,,latin,auriane
reel,français,Aurèle,m,couvert|doré,latin,
reel,français,Aurélia,f,,latin,aurélie
reel,français,Aurélie,f,,latin,aurèle
reel,français,Aurélien,m,,latin,aurèle
reel,français,Aurélienne,f,,latin,aurélie
reel,français,Aurelle,f,,latin,aurèle
reel,français,Aurian,m,or,latin,
reel,français,Auriane,f,,latin,aurian
reel,français,Aurore,f,aurore,latin,
warcraft,humain,Aurrius,m,,paladin,warcraft
reel,français,Automne,f,saison|augmentée|enrichie,latin,
reel,français,Auxane,f,,latin,auxence
reel,français,Auxence,m,parfait,latin,
reel,hindou,Avani,f,[un nom de la Terre],,
reel,hindou,Avanindra,m,Seigneur|Terre,,
reel,hindou,Avanish,m,Dieu|Terre,,
reel,hindou,Avanti,f,[nom de la ville d'Ujjain],,
reel,hindou,Avantika,f,princesse|[nom d'une princesse d'Ujjain],,
reel,irlandais,Aveleen,f,,hébreux,aveline
reel,français,Aveline,f,aveline|noisette,latin,
reel,français,Avigaelle,f,,hébreu,abigaelle
reel,français,Avigaïl,f,,hébreu,abigaelle
reel,hindou,Avinash,m,Indestructible,,
reel,hindou,Avinashi,f,Indestructible,,
reel,hindou,Avkash,m,Espace|Illimité,,
reel,français,Avoye,f,,latin,aure
reel,français,Avril,f,ouvrir|printemps|floraison,latin,
reel,français,Axel,m,père|paix,hébreu,
reel,français,Axeline,f,,hébreu,axelle
reel,français,Axellane,f,,hébreu,axelle
reel,français,Axelle,f,,hébreu,axel
reel,hindou,Ayanna,f,Innocente,,
reel,hindou,Ayati,f,Royale,,
reel,français,Aymard,m,clan|familial|illustre,germanique,
reel,français,Aymardine,f,,germanique,aymard
reel,français,Aymeric,m,,germanique,emeric
reel,français,Aymon,m,,germanique,
reel,français,Aymond,m,,germanique,raymond
reel,français,Aymonde,f,,germanique,raymond
reel,hindou,Ayushi,f,Longue|Vie,,
reel,hindou,Ayushmati,f,longue|vie,,
reel,français,Azalée,f,desséché,grec,
reel,français,Azel,m,,germanique,adel
reel,français,Azélie,f,,germanique,adl
reel,français,Azeline,f,,germanique,adeline
reel,français,Azelle,f,,germanique,adel
reel,hindou,Badal,m,Nuage,,
reel,hindou,Badri,m,[noms du dieu Vishnu] (Seigneur du Mont Badri)],,
reel,hindou,Badrinath,m,[noms du dieu Vishnu] (Seigneur du Mont Badri)],,
reel,irlandais,Badurnn,m,,irlandais,
reel,hindou,Bahugandha,f,Parfumée,,
reel,hindou,Bahula,f,Vache|étoile,,
reel,hindou,Bahuleya,m,[un nom du dieu Kartikeya],,
reel,irlandais,Baibin,f,,,barbra
reel,hindou,Baidehi,f,[un nom de Sita],,
reel,hindou,Baijayanthi,f,[nom de la guirlande du dieu Vishnu],,
reel,irlandais,Baile,m,folie,,
reel,irlandais,Bairbre,f,,,barbra
reel,hindou,Baishali,f,ancienne|cité,,
reel,hindou,Bajrang,m,[un nom du dieu Hanuman],,
reel,hindou,Bakul,f,fleur,,
reel,hindou,Bakula,f,fleur,,
reel,hindou,Bala,f,Petite|Fille,,
reel,hindou,Balaaditya,m,Jeune|Soleil,,
reel,hindou,Balaji,m,[un nom de Vishnu],,
reel,hindou,Balamani,m,Jeune|Joyau,,
fantastic,elfe,Balan,m,les mâchoires sanglantes,,fantastic
reel,hindou,Balavan,m,Puissant,,
reel,hindou,Balbir,m,Fort,,
reel,hindou,Baldev,m,[Dieu de la Force]|Fort,,
warcraft,orc,Bale,m,,Prophete,warcraft
fantastic,Nain,Balia,f,Etoile des profondeurs,,fantastic
fantastic,Nain,Balïn,m,Cervoise dorée,,fantastic
fantastic,Nain,Balina,f,Ecu noir,,fantastic
reel,hindou,Balkrishna,m,[l'Enfant Krishna],,
warcraft,humain,Ballador,m,,paladin,warcraft
warcraft,mort-vivant,Balnazzar,m,,Seigneur de L'effroi,warcraft
reel,irlandais,Balor,m,éclair,,
reel,hindou,Balram,m,[nom du frère de Krishna],,
fantastic,Nain,Balur,m,Forge blanche,,fantastic
fantastic,Nain,Balura,f,Couronne de la terre,,fantastic
reel,hindou,Balwant,m,Fort,,
reel,hindou,Banaj,m,[lotus|[un nom du lotus],,
reel,hindou,Banamala,f,guirlande|fleur|[Guirlande de Cinq Fleurs],,
reel,irlandais,Banba,f,sanglier|porc,,
reel,irlandais,Banbha,f,,,banda
warcraft,elfe,Bandalar,f,,gardien du bosquet,warcraft
reel,hindou,Bandana,f,Culte,,
reel,hindou,Bandhu,m,Ami|[Celui qui Aide],,
reel,hindou,Bandhula,f,Charmante|Jolie,,
reel,hindou,Bandhura,f,Charmante|Jolie,,
warcraft,humain,Bandis,m,,Roi de la montagne,warcraft
warcraft,mort-vivant,Banehallow,m,,Seigneur de L'effroi,warcraft
reel,hindou,Banhi,f,Feu,,
reel,hindou,Banhishikha,f,Flamme,,
reel,hindou,Banita,f,Femme,,
reel,hindou,Bankebihari,m,[un nom de Krishna],,
reel,hindou,Bankim,m,Courbé,,
reel,hindou,Bankimchandra,m,lune|[Croissant de Lune],,
reel,hindou,Bansari,f,flûte,,
reel,hindou,Bansi,m,Flûte,,
reel,hindou,Bansuri,f,flûte,,
reel,irlandais,Baptist,m,immerger,grec,baptizein
reel,français,Baptiste,m,immerger,grec,
fantastic,elfe,Baragund,m,les mâchoires sanglantes,,fantastic
fantastic,elfe,Barahir,m,les mâchoires sanglantes,,fantastic
fantastic,Nain,Baran,m,Sanglier de la caverne,,fantastic
reel,français,Barbe,f,barbare|étrangère,grec,
reel,irlandais,Barbie,f,,,barbra
reel,irlandais,Barbra,f,étrangère,latin,barban
fantastic,Nain,Bardek,m,Pierre de charbon,,fantastic
fantastic,Nain,Bardin,m,Couronne tranchante,,fantastic
fantastic,Nain,Bardina,f,Bouclier hurlant,,fantastic
fantastic,Nain,Bardïne,f,Glaive magnanime,,fantastic
fantastic,Nain,Bardinna,f,Charge des braves,,fantastic
fantastic,Nain,Bardore,f,Pic qui gronde,,fantastic
reel,hindou,Baridbaran,m,[Couleur de Nuage],,
reel,hindou,Barindra,m,Océan,,
reel,français,Barnabé,m,,latin,
reel,hindou,Barnali,f,Prisme,,
warcraft,mort-vivant,Baron Bloodbane,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Baron Felblade,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Baron Frostfel,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Baron Morte,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Baron Perenolde,m,,Chevalier de la mort,warcraft
reel,hindou,Barsha,f,Pluie,,
reel,irlandais,Bartel,m,fils,araméen,barthélémy
reel,français,Barthélemy,m,,hébreu,
reel,irlandais,Bartley,m,,,bartel
reel,hindou,Baruna,f,ocean|femme|dieu|[épouse du dieu des Océans],,
reel,hindou,Baruni,f,[un nom de la déesse Durga],,
reel,hindou,Basabi,f,femme|dieu|[épouse du dieu Indra],,
reel,hindou,Basanti,f,Printanière,,
reel,français,Basile,m,roi|royal,grec,
reel,français,Bastien,m,honoré,grec,
reel,français,Baudouin,m,audacieux|ami,germanique,
reel,irlandais,Bearach,m,,irlandais,
warcraft,humain,Beasel,m,,Roi de la montagne,warcraft
reel,français,Béatrice,f,bienheureux,latin,
reel,français,Béatrix,f,bienheureux,latin,
reel,irlandais,Bebhinn,f,,irlandais,beibhinn
reel,irlandais,Bebhionn,f,,irlandais,beibhinn
reel,irlandais,Bebinn,f,,irlandais,beibhinn
reel,irlandais,Bécuma,f,femme|souci,,
reel,irlandais,Bédelia,f,grande|déesse,irlandais,brighid
reel,irlandais,Befind,f,,irlandais,beibhinn
reel,irlandais,Beibhinn,f,femme|douce,,
reel,hindou,Bela,f,Jasmin,,
fantastic,elfe,Beleg,m,les mâchoires sanglantes,,fantastic
fantastic,elfe,Belegund,m,les mâchoires sanglantes,,fantastic
reel,hindou,Beli,f,Jasmin,,
reel,nord-amérindien,Bena,f,faisan,,
reel,français,Bénédicte,f,béni,latin,
reel,irlandais,Bénen,m,bénin,latin,bénignus
reel,français,Bénigne,m,,,
reel,français,Benjamin,m,,hébreu,
reel,français,Benoît,m,béni,latin,
fantastic,elfe,Bëor,m,les mâchoires sanglantes,,fantastic
reel,irlandais,Berach,m,,irlandais,
reel,français,Béranger,m,ours|lance,germanique,
reel,français,Bérangère,f,,germanique,béranger
fantastic,elfe,Bereg,m,les mâchoires sanglantes,,fantastic
fantastic,elfe,Beren,m,les mâchoires sanglantes,,fantastic
reel,français,Bernadette,f,,germanique,bernard
reel,français,Bernard,m,ours | fort,germanique,
reel,français,Berthe,f,,,
reel,français,Bertrand,m,corbeau|brillant,germanique,
reel,irlandais,Bethach,m,bouleau,,
reel,français,Beuve,f,,,
reel,irlandais,Bevin,f,,irlandais,beibhinn
reel,hindou,Bhadra,f,Douce,,
reel,hindou,Bhadraksh,m,yeux|[aux Beaux Yeux],,
reel,hindou,Bhagavan,m,[Celui qui est béni],,
reel,hindou,Bhagirat,m,[personnage qui apporta le Gange sur terre],,
reel,hindou,Bhagirathi,f,Gange,,
reel,hindou,Bhagvanti,f,Chanceuse,,
reel,hindou,Bhagya,f,Chanceuse,,
reel,hindou,Bhagyaraj,m,roi|foi|[Roi de la Foi],,
reel,hindou,Bhagyashri,f,Chanceuse,,
reel,hindou,Bhairavi,f,[un autre nom de Durga],,
reel,hindou,Bhakti,f,Dévotion,,
reel,hindou,Bhamini,f,Jolie|Femme,,
reel,hindou,Bhanu,f,soleil|[un nom du Soleil],,
reel,hindou,Bhanudas,m,devot|[dévot du Soleil],,
reel,hindou,Bhanumati,f,Brillante,,
reel,hindou,Bhanuprasad,m,[Don du Soleil],,
reel,hindou,Bhanupriya,f,Aimée|Soleil,,
reel,hindou,Bharat,m,Maintenu|Soutenu|[ancêtre des héros du Mahâbhârata],,
reel,hindou,Bharati,f,[un nom de la déesse Sarasvati],,
reel,hindou,Bharavi,f,Basilic,,
reel,hindou,Bhargavi,f,[noms de la déesse Parvati],,
reel,hindou,Bhaskar,m,Faiseur|Lumière|[un des noms du Soleil],,
reel,hindou,Bhavana,f,Méditation|Pensée|Sentiment,,
reel,hindou,Bhavani,f,[un nom de la déesse Parvati],,
reel,hindou,Bhavesh,m,seigneur|monde|[Seigneur du Monde],,
reel,hindou,Bhavika,f,Fidèle|Dévote,,
reel,hindou,Bhavini,f,[noms de la déesse Parvati],,
reel,hindou,Bhavya,f,Splendide|[un nom de Parvati],,
reel,hindou,Bheru,m,Ami,,
reel,hindou,Bhima,m,Terrible|[un des héros du Mahâbhârata],,
reel,hindou,Bhishma,m,Terrible|[un des héros du Mahâbhârata],,
reel,hindou,Bhisvajit,m,dirige|monde|[Celui qui dirige le Monde],,
reel,hindou,Bhrigu,m,Feu|crépitant|sage|[nom d'un grand sage],,
reel,hindou,Bhudev,m,seigneur|terre|[Seigneur de la Terre],,
reel,hindou,Bhumi,f,Terre|[shakti (énergie divine) de Vishnu],,
reel,hindou,Bhumik,m,Propriétaire|terrien,,
reel,hindou,Bhumika,f,Terre|[shakti (énergie divine) de Vishnu],,
reel,hindou,Bhupal,m,Roi,,
reel,hindou,Bhupendra,m,Empereur,,
reel,hindou,Bhushan,m,Ornement,,
reel,hindou,Bhutayna,f,Terre|fertile,,
reel,hindou,Bhuvan,m,Paradis,,
reel,hindou,Bhuvi,f,Paradis,,
reel,hindou,Bibek,m,Conscience,,
reel,hindou,Bibhavasu,m,Soleil|Feu,,
reel,irlandais,Bicelmos,m,petit|enchantement,celtique,bec-fhelmas
reel,irlandais,Biddy,f,,irlandais,brighid
reel,irlandais,Bidelia,f,,irlandais,brighid
fantastic,Nain,Bifane,f,Paix des neiges,,fantastic
fantastic,Nain,Bifen,m,Pic rouge,,fantastic
fantastic,Nain,Bifena,f,Etoile noire,,fantastic
fantastic,Nain,Bifi,m,Ecu du dragon,,fantastic
fantastic,Nain,Bifie,f,Pierre noire,,fantastic
fantastic,Nain,Bifilin,m,Marteau magnanime,,fantastic
fantastic,Nain,Bifim,m,Fureur puissante,,fantastic
fantastic,Nain,Bifime,f,Casque de charbon,,fantastic
fantastic,Nain,Bifïn,m,Marteau blanc,,fantastic
fantastic,Nain,Bifina,f,Protecteur puissant,,fantastic
fantastic,Nain,Bifinna,f,Roche de la terre,,fantastic
fantastic,Nain,Bifira,f,Colère d'acier,,fantastic
fantastic,Nain,Bifome,f,Pierre blanche,,fantastic
fantastic,Nain,Bifund,m,Marteau des profondeurs,,fantastic
reel,hindou,Bijal,f,Éclair,,
reel,hindou,Bijli,f,Éclair,,
reel,hindou,Bikram,m,Exploit,,
reel,hindou,Bimal,m,Pur,,
reel,hindou,Bimala,f,Pure,,
reel,hindou,Binata,f,epouse|sage|[nom de l'épouse du sage Kasyapa],,
reel,hindou,Bindu,f,Point|Goutte,,
reel,hindou,Bindusar,m,Perle,,
reel,irlandais,Binne,f,douce,,
reel,hindou,Binodini,f,Élégante,,
reel,hindou,Bipasha,f,rivière,,
reel,hindou,Bipin,m,Forêt,,
reel,hindou,Bir,m,Courageux,,
reel,hindou,Birbal,m,Brave|Coeur,,
reel,hindou,Bishakha,f,étoile,,
fantastic,Nain,Bisur,m,Couronne des profondeurs,,fantastic
reel,irlandais,Bith,m,monde,,
reel,irlandais,Blai,m,,irlandais,
reel,français,Blaise,m,bégaie|balbutie,latin,
reel,irlandais,Blaithin,f,,irlandais,blathnat
reel,irlandais,Blanaid,f,,irlandais,blathnat
reel,français,Blanche,f,blanc,,
reel,français,Blandine,f,caressant|doux,latin,
reel,irlandais,Blanid,f,,irlandais,
reel,irlandais,Blathnaid,f,,irlandais,blathnat
reel,irlandais,Blathnat,f,petite|fleur,irlandais,
warcraft,mort-vivant,Bleakill,m,,Seigneur de L'effroi,warcraft
reel,irlandais,Bloc,m,matière|quelconque,romain,
reel,irlandais,Blodwyn,f,fleur|blanc,,
warcraft,elfe,Bloodwarth,f,,Chasseur de Demon,warcraft
reel,irlandais,Bluicne,m,matière|quelconque,romain,bloc
reel,nord-amérindien,Bly,m,grand,,
reel,irlandais,Boadach,m,victorieux,celtique,buadach
reel,irlandais,Boand,f,vache|blanche,,
reel,irlandais,Boann,f,,irlandais,boand
